Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
11.2,Sunny,Low,Medium,1.3,16.0,Yes,Monday,790.18,On Time
6.3,Rainy,Low,Small,4.1,34.8,No,Friday,2206.55,On Time
7.1,Sunny,Medium,Small,4.5,29.8,No,Monday,1378.08,On Time
15.8,Sunny,High,Small,4.0,27.7,No,Thursday,2003.74,On Time
16.3,Sunny,Low,Small,1.1,15.0,No,Sunday,2091.27,On Time
12.1,Cloudy,Low,Small,4.5,25.0,Yes,Tuesday,158.4,On Time
2.0,Cloudy,Low,Small,4.1,32.5,No,Wednesday,1780.88,On Time
22.1,Sunny,Medium,Medium,1.7,24.8,No,Wednesday,2496.58,On Time
6.9,Cloudy,Medium,Medium,2.3,36.8,Yes,Thursday,1823.38,Delayed
14.9,Sunny,Medium,Medium,2.3,11.2,No,Friday,1579.51,Delayed
18.7,Rainy,High,Large,2.6,22.9,No,Friday,1681.54,On Time
5.4,Cloudy,Low,Small,2.0,44.6,Yes,Wednesday,1879.09,Delayed
12.4,Sunny,Medium,Medium,4.6,24.4,Yes,Sunday,1531.72,On Time
1.0,Sunny,Medium,Small,1.0,39.5,No,Saturday,1502.2,Delayed
2.1,Sunny,Low,Small,3.2,15.4,No,Sunday,1504.61,On Time
7.0,Cloudy,Medium,Medium,1.1,16.5,No,Wednesday,2410.62,Delayed
16.8,Cloudy,Medium,Large,2.7,10.6,No,Friday,1105.2,Delayed
22.3,Rainy,Medium,Small,3.2,25.8,No,Tuesday,2379.09,On Time
11.2,Sunny,Medium,Small,5.0,21.9,No,Monday,154.32,On Time
1.6,Sunny,Low,Small,3.5,34.2,No,Thursday,328.31,On Time
8.0,Cloudy,Low,Medium,2.6,27.3,Yes,Tuesday,142.27,Delayed
24.0,Sunny,High,Medium,2.9,8.0,No,Monday,1792.89,On Time
3.7,Cloudy,Medium,Small,3.9,19.2,Yes,Friday,1903.69,On Time
19.1,Cloudy,Medium,Small,3.7,40.8,No,Friday,1840.26,On Time
18.9,Sunny,Medium,Large,1.5,28.4,No,Tuesday,2038.21,On Time
15.2,Sunny,High,Small,3.3,42.9,No,Tuesday,113.72,On Time
23.3,Sunny,High,Small,1.7,7.6,No,Monday,440.37,Delayed
16.4,Rainy,Low,Small,1.4,29.2,No,Friday,1432.32,Delayed
24.2,Rainy,High,Small,4.0,26.6,No,Friday,549.27,Delayed
20.8,Rainy,Low,Large,4.8,20.0,Yes,Monday,1971.08,On Time
20.1,Sunny,Low,Medium,2.4,11.4,Yes,Wednesday,1187.19,On Time
23.8,Sunny,Medium,Medium,1.3,22.3,No,Tuesday,1138.0,Delayed
15.8,Sunny,Medium,Small,4.7,15.1,No,Saturday,1569.21,Delayed
8.7,Sunny,Medium,Medium,1.4,36.2,Yes,Monday,2204.39,Delayed
3.5,Rainy,Low,Medium,3.1,15.3,Yes,Monday,524.17,Delayed
17.7,Cloudy,Low,Small,3.0,24.7,No,Friday,2019.05,On Time
13.6,Sunny,Low,Medium,2.7,17.6,No,Sunday,316.01,On Time
10.3,Sunny,Medium,Small,4.6,18.9,No,Friday,664.38,On Time
23.8,Sunny,High,Small,1.7,34.8,Yes,Friday,2262.17,Delayed
22.9,Rainy,Medium,Medium,1.3,6.5,Yes,Friday,902.73,Delayed
10.1,Sunny,Medium,Small,3.1,17.4,Yes,Saturday,1956.51,Delayed
23.7,Sunny,Low,Medium,3.1,33.6,Yes,Friday,1961.7,Delayed
11.4,Sunny,High,Medium,3.3,43.8,Yes,Thursday,2049.06,Delayed
5.9,Rainy,Low,Small,3.0,43.1,No,Tuesday,443.78,On Time
15.9,Sunny,Medium,Small,3.4,16.2,Yes,Saturday,1385.17,Delayed
3.3,Sunny,Medium,Medium,3.7,29.8,Yes,Wednesday,2399.43,On Time
4.7,Rainy,Medium,Medium,4.3,44.0,No,Saturday,1474.44,Delayed
20.5,Rainy,Low,Small,2.2,20.1,Yes,Sunday,1192.09,On Time
20.7,Sunny,High,Small,3.9,30.4,No,Saturday,179.91,Delayed
6.8,Sunny,Medium,Small,4.5,20.6,No,Saturday,299.64,On Time
18.9,Sunny,Low,Medium,2.7,22.1,Yes,Sunday,1624.38,Delayed
24.4,Sunny,Medium,Small,4.9,27.9,No,Friday,1537.3,On Time
24.0,Cloudy,Medium,Medium,2.9,19.6,Yes,Monday,627.34,Delayed
11.7,Sunny,High,Medium,3.1,16.5,No,Tuesday,1295.29,On Time
21.7,Sunny,High,Small,4.1,5.9,Yes,Saturday,1080.8,Delayed
14.4,Sunny,High,Large,1.1,37.8,No,Friday,1210.97,Delayed
14.6,Sunny,High,Small,3.7,36.6,No,Sunday,363.2,On Time
6.7,Sunny,Low,Small,3.9,38.0,Yes,Tuesday,1870.2,On Time
10.2,Cloudy,Medium,Medium,2.3,33.8,No,Thursday,1062.84,On Time
6.2,Sunny,Low,Small,1.1,40.1,No,Thursday,2237.88,On Time
18.8,Sunny,Medium,Large,5.0,30.5,No,Friday,1705.52,On Time
16.4,Cloudy,High,Small,4.0,8.5,Yes,Saturday,2396.76,Delayed
20.3,Sunny,Medium,Medium,3.9,15.3,No,Wednesday,1128.51,On Time
15.9,Rainy,Medium,Medium,4.6,32.0,No,Sunday,1205.36,Delayed
7.7,Sunny,Low,Small,4.3,23.7,Yes,Monday,166.47,On Time
23.9,Rainy,Medium,Small,2.1,31.5,No,Tuesday,2135.0,Delayed
16.6,Cloudy,Medium,Medium,4.0,19.8,No,Tuesday,1947.49,Delayed
12.4,Sunny,Medium,Medium,2.7,12.4,No,Monday,311.98,On Time
19.7,Sunny,Medium,Small,4.1,17.1,No,Friday,1689.13,On Time
7.1,Sunny,Low,Medium,1.1,22.9,Yes,Thursday,812.7,On Time
20.5,Sunny,High,Medium,3.8,32.1,Yes,Sunday,835.96,Delayed
9.1,Sunny,Medium,Small,4.7,12.9,Yes,Tuesday,1938.2,On Time
2.8,Cloudy,Medium,Small,1.6,35.8,Yes,Wednesday,2494.91,On Time
19.8,Sunny,Low,Small,1.4,31.5,Yes,Tuesday,1021.51,Delayed
5.6,Sunny,Medium,Small,2.9,25.8,No,Sunday,1557.74,On Time
16.5,Sunny,Medium,Small,1.1,41.8,No,Saturday,403.47,Delayed
7.5,Cloudy,High,Medium,1.9,25.9,No,Friday,2152.42,Delayed
17.5,Rainy,Medium,Medium,3.7,32.4,Yes,Tuesday,879.23,On Time
4.0,Sunny,Low,Small,2.8,33.8,No,Friday,2438.33,On Time
16.0,Sunny,Low,Medium,1.6,12.3,Yes,Sunday,311.72,Delayed
5.6,Rainy,High,Small,4.2,37.4,Yes,Saturday,2481.15,Delayed
13.1,Sunny,Medium,Small,1.3,33.0,Yes,Sunday,1885.6,Delayed
21.9,Rainy,Low,Medium,1.8,34.5,No,Tuesday,817.0,Delayed
12.4,Sunny,Low,Large,2.4,11.5,No,Monday,1668.88,On Time
19.5,Sunny,High,Small,2.0,17.1,No,Sunday,208.91,Delayed
4.5,Cloudy,High,Large,4.9,20.1,Yes,Tuesday,1834.49,On Time
16.8,Cloudy,Low,Large,1.1,30.9,Yes,Saturday,902.21,Delayed
4.6,Cloudy,Medium,Small,1.5,40.3,Yes,Monday,2292.23,Delayed
19.4,Rainy,Low,Medium,1.8,32.5,Yes,Saturday,901.79,Delayed
18.1,Sunny,Medium,Medium,4.8,14.1,No,Friday,1586.69,On Time
10.7,Rainy,Medium,Small,1.5,28.0,No,Wednesday,2489.12,On Time
12.3,Sunny,Low,Small,3.7,31.1,Yes,Monday,549.77,On Time
5.0,Sunny,High,Medium,4.1,19.6,Yes,Monday,2288.6,On Time
16.3,Rainy,Medium,Small,4.1,8.1,Yes,Sunday,118.2,On Time
22.9,Sunny,Low,Large,4.8,22.1,No,Saturday,1728.81,On Time
14.5,Sunny,High,Small,4.6,34.4,Yes,Saturday,1929.3,Delayed
8.6,Cloudy,Low,Large,4.8,33.6,No,Sunday,187.06,On Time
10.8,Sunny,Medium,Medium,2.9,36.3,No,Friday,2185.24,Delayed
6.2,Stormy,Medium,Large,1.6,19.3,Yes,Wednesday,2124.38,Delayed
11.6,Sunny,Low,Small,3.1,8.0,Yes,Friday,2249.27,On Time
12.9,Sunny,Medium,Large,3.7,43.0,No,Friday,1743.29,On Time
23.6,Rainy,Medium,Medium,4.6,17.5,No,Monday,338.46,Delayed
11.3,Sunny,High,Medium,4.1,23.5,No,Saturday,1741.77,Delayed
21.7,Rainy,Low,Small,4.7,33.0,No,Saturday,247.02,On Time
5.0,Sunny,Medium,Small,4.8,41.1,Yes,Thursday,134.23,On Time
14.1,Sunny,High,Large,2.6,5.3,No,Sunday,1233.53,Delayed
15.2,Sunny,Medium,Medium,2.0,25.9,No,Friday,541.7,Delayed
15.2,Sunny,Medium,Small,1.9,32.1,No,Thursday,624.69,Delayed
13.1,Stormy,Medium,Small,3.6,12.3,No,Friday,1044.06,On Time
19.4,Sunny,Medium,Small,3.1,30.0,No,Monday,1894.75,Delayed
5.1,Sunny,Medium,Small,1.6,34.2,No,Wednesday,119.32,Delayed
2.6,Cloudy,Low,Small,3.4,29.1,Yes,Wednesday,364.62,On Time
4.4,Cloudy,High,Small,1.1,22.9,Yes,Thursday,551.54,On Time
14.5,Sunny,Medium,Medium,1.4,31.0,Yes,Saturday,625.05,Delayed
7.0,Sunny,Low,Medium,4.2,34.5,Yes,Wednesday,359.87,On Time
18.7,Sunny,Medium,Small,4.4,17.8,No,Tuesday,2195.96,On Time
2.5,Sunny,Medium,Medium,4.0,39.6,Yes,Monday,1893.19,On Time
22.8,Cloudy,Low,Medium,3.4,6.2,Yes,Sunday,1508.45,Delayed
23.8,Sunny,Medium,Medium,2.0,39.6,Yes,Monday,1617.09,Delayed
19.9,Sunny,Medium,Small,1.8,30.0,No,Sunday,326.66,Delayed
22.1,Stormy,Low,Large,2.1,6.7,Yes,Sunday,230.82,Delayed
10.1,Rainy,Low,Large,1.6,19.9,Yes,Tuesday,1441.21,On Time
4.8,Sunny,Medium,Medium,2.1,9.2,No,Sunday,1185.14,On Time
5.8,Cloudy,High,Large,2.6,19.6,No,Sunday,1158.16,On Time
13.0,Sunny,High,Large,3.2,7.0,No,Monday,2047.21,On Time
16.9,Sunny,Medium,Large,3.2,40.7,No,Saturday,2364.37,On Time
14.7,Sunny,High,Medium,4.1,20.5,Yes,Friday,878.17,Delayed
3.5,Sunny,High,Large,3.4,43.3,Yes,Wednesday,726.08,On Time
18.5,Rainy,Low,Small,1.6,43.9,No,Monday,1493.4,On Time
19.9,Sunny,Medium,Small,3.0,34.1,Yes,Wednesday,2117.45,Delayed
1.7,Sunny,High,Large,3.1,17.0,No,Saturday,1905.63,Delayed
12.0,Cloudy,High,Large,3.7,44.8,Yes,Tuesday,1296.95,On Time
11.5,Rainy,Medium,Small,4.9,32.4,No,Saturday,2032.24,On Time
2.6,Sunny,Medium,Small,3.6,31.6,Yes,Monday,2245.03,On Time
5.2,Cloudy,Low,Small,2.4,20.4,No,Friday,1722.53,On Time
20.6,Sunny,Medium,Small,3.7,6.9,Yes,Saturday,1173.26,On Time
15.0,Sunny,High,Large,4.1,44.7,No,Wednesday,899.74,Delayed
6.3,Sunny,Low,Small,2.2,12.3,No,Wednesday,1990.09,On Time
12.0,Cloudy,Low,Medium,2.5,14.6,No,Tuesday,1882.08,On Time
21.5,Sunny,Medium,Small,3.0,40.5,No,Thursday,1871.46,Delayed
3.5,Sunny,Medium,Large,4.3,38.1,No,Saturday,2335.32,On Time
23.9,Sunny,Low,Small,1.7,8.4,No,Monday,552.19,On Time
4.4,Sunny,Medium,Small,2.1,18.4,No,Wednesday,880.55,Delayed
8.0,Rainy,High,Small,3.9,16.1,Yes,Saturday,2144.91,Delayed
5.4,Stormy,Low,Small,3.0,23.0,Yes,Sunday,510.68,On Time
12.3,Stormy,Medium,Medium,4.3,36.7,No,Wednesday,873.47,Delayed
8.5,Sunny,Low,Small,2.3,19.8,Yes,Saturday,2422.27,On Time
24.7,Cloudy,Medium,Small,2.7,11.6,No,Thursday,1855.83,Delayed
1.4,Stormy,Medium,Small,2.3,30.8,Yes,Tuesday,1999.62,Delayed
8.7,Cloudy,Low,Small,1.6,36.2,No,Friday,2490.5,Delayed
15.3,Rainy,Low,Small,1.2,23.7,No,Sunday,1025.5,Delayed
9.2,Sunny,Medium,Small,4.2,10.2,Yes,Tuesday,1921.16,On Time
11.9,Rainy,High,Large,4.0,32.8,No,Wednesday,1521.08,Delayed
11.2,Sunny,Low,Small,1.9,17.9,No,Saturday,2331.52,On Time
3.1,Sunny,Medium,Small,5.0,16.1,Yes,Sunday,511.07,On Time
16.6,Stormy,Medium,Small,2.3,43.2,No,Saturday,497.22,Delayed
21.0,Stormy,Low,Small,4.2,44.1,No,Tuesday,1788.28,Delayed
13.7,Sunny,Medium,Medium,2.4,6.5,Yes,Saturday,1448.64,Delayed
4.6,Sunny,Low,Small,2.6,41.7,No,Saturday,1296.14,On Time
12.6,Cloudy,Low,Small,1.5,13.3,No,Sunday,506.96,On Time
1.3,Rainy,Medium,Medium,4.9,36.9,Yes,Sunday,1265.81,On Time
22.8,Sunny,Medium,Medium,1.1,31.1,No,Monday,1285.6,Delayed
6.8,Rainy,Low,Small,2.9,42.7,Yes,Saturday,113.93,Delayed
22.7,Sunny,Medium,Medium,4.5,7.5,No,Sunday,1052.59,On Time
15.0,Sunny,Low,Large,4.0,15.0,No,Sunday,177.95,On Time
24.6,Sunny,Medium,Small,2.6,29.7,Yes,Wednesday,1995.1,Delayed
21.4,Sunny,High,Medium,1.9,43.2,No,Friday,2475.32,On Time
1.3,Rainy,Medium,Small,3.6,6.0,No,Tuesday,2163.54,On Time
1.4,Rainy,Medium,Small,4.1,35.8,No,Thursday,1515.59,Delayed
18.8,Sunny,Low,Large,4.3,30.3,No,Thursday,354.04,On Time
13.4,Rainy,High,Large,1.4,32.5,No,Tuesday,1999.52,Delayed
19.1,Sunny,High,Small,4.2,23.4,Yes,Saturday,1484.23,On Time
15.2,Sunny,Medium,Small,3.6,13.6,Yes,Thursday,1434.22,On Time
6.6,Sunny,Low,Large,1.9,15.4,Yes,Friday,1122.36,On Time
19.9,Sunny,Low,Small,3.5,11.1,No,Saturday,418.87,On Time
1.7,Cloudy,Low,Small,1.8,40.7,No,Wednesday,2380.15,On Time
20.4,Sunny,Low,Small,4.6,27.2,Yes,Monday,2289.54,On Time
17.0,Sunny,Low,Medium,3.5,43.6,No,Friday,1076.37,Delayed
17.2,Sunny,Low,Medium,3.6,32.9,No,Saturday,2189.25,Delayed
2.1,Sunny,Medium,Medium,2.1,39.5,Yes,Sunday,530.54,Delayed
6.0,Cloudy,Medium,Small,2.6,17.0,Yes,Saturday,1482.88,On Time
12.7,Sunny,Medium,Large,4.2,28.6,Yes,Saturday,962.51,Delayed
11.6,Sunny,High,Small,2.6,27.6,No,Saturday,1547.08,On Time
1.6,Rainy,Medium,Small,3.1,34.2,No,Saturday,1371.54,On Time
9.1,Sunny,Medium,Medium,3.7,5.3,No,Friday,2357.8,On Time
24.2,Cloudy,Medium,Small,2.8,18.2,No,Thursday,1994.75,Delayed
8.4,Sunny,Medium,Small,2.1,21.1,No,Tuesday,207.59,On Time
16.2,Cloudy,Medium,Small,3.5,6.2,Yes,Saturday,208.38,Delayed
17.4,Sunny,Medium,Medium,4.1,38.9,No,Friday,758.96,On Time
16.0,Rainy,High,Large,1.1,8.3,No,Friday,1228.41,Delayed
8.0,Sunny,Low,Small,5.0,9.9,No,Friday,255.43,On Time
14.7,Rainy,Medium,Small,3.3,30.4,No,Saturday,2257.64,Delayed
17.9,Sunny,Medium,Small,3.2,35.2,Yes,Saturday,1671.35,Delayed
10.2,Stormy,High,Small,2.3,30.3,Yes,Friday,658.04,Delayed
7.7,Sunny,Medium,Large,4.1,28.4,No,Saturday,361.95,On Time
7.6,Sunny,Low,Large,4.2,15.5,Yes,Sunday,2098.6,On Time
23.0,Rainy,Medium,Small,3.4,12.9,No,Sunday,1908.26,Delayed
16.5,Sunny,Medium,Large,1.0,20.7,No,Sunday,666.55,Delayed
19.1,Sunny,Low,Small,2.7,17.7,Yes,Thursday,1672.05,On Time
14.6,Sunny,Low,Medium,4.6,19.4,No,Friday,588.3,On Time
16.1,Sunny,High,Small,3.3,19.0,No,Sunday,1220.94,Delayed
7.6,Rainy,Low,Medium,4.2,40.6,No,Friday,527.21,On Time
22.4,Sunny,Low,Large,4.3,15.6,No,Thursday,1590.62,On Time
13.0,Rainy,Medium,Small,2.7,25.7,No,Friday,509.63,On Time
20.3,Cloudy,Low,Medium,2.1,12.4,Yes,Saturday,2340.4,On Time
13.4,Rainy,High,Small,4.4,27.5,No,Saturday,1847.85,Delayed
3.8,Rainy,Low,Small,2.1,17.6,No,Saturday,1143.66,Delayed
3.7,Cloudy,Low,Medium,1.1,23.1,No,Saturday,942.99,On Time
12.1,Sunny,Medium,Small,3.7,19.0,No,Saturday,140.48,On Time
11.3,Sunny,Medium,Large,2.4,26.1,No,Thursday,835.05,On Time
22.9,Cloudy,High,Small,3.2,5.1,No,Friday,674.03,Delayed
4.2,Sunny,Low,Small,3.8,42.5,No,Tuesday,1467.7,On Time
17.5,Rainy,Low,Small,3.6,22.3,Yes,Saturday,1475.48,Delayed
23.0,Cloudy,Low,Small,4.7,16.5,No,Sunday,1071.78,On Time
10.9,Cloudy,Low,Small,4.7,30.0,Yes,Saturday,2000.46,Delayed
22.2,Sunny,Medium,Small,4.9,20.8,Yes,Sunday,714.59,On Time
4.5,Cloudy,Medium,Small,3.3,43.3,No,Tuesday,470.89,On Time
3.5,Cloudy,Medium,Medium,1.6,15.0,No,Saturday,1737.9,Delayed
6.6,Cloudy,Medium,Small,3.5,38.2,No,Wednesday,1980.68,On Time
13.5,Sunny,Medium,Large,3.7,19.0,Yes,Tuesday,2200.25,On Time
16.5,Rainy,High,Small,1.9,6.0,No,Monday,1427.88,Delayed
19.5,Cloudy,Medium,Small,2.8,22.8,No,Thursday,1931.18,Delayed
19.4,Sunny,Low,Small,1.5,13.0,Yes,Thursday,1416.51,Delayed
3.7,Sunny,Low,Small,2.7,14.8,No,Wednesday,1645.49,On Time
22.0,Sunny,Low,Large,1.9,7.9,No,Sunday,2143.62,On Time
3.7,Sunny,Low,Medium,5.0,38.5,No,Sunday,1297.52,On Time
22.5,Sunny,Medium,Large,3.7,15.9,No,Sunday,2160.21,On Time
24.0,Rainy,Medium,Medium,1.6,26.5,Yes,Thursday,938.18,Delayed
15.0,Sunny,Low,Small,4.9,37.7,Yes,Saturday,1825.1,On Time
17.7,Sunny,Medium,Medium,1.6,22.6,Yes,Friday,1107.22,Delayed
9.9,Rainy,Medium,Medium,3.4,40.0,Yes,Sunday,1291.96,Delayed
14.2,Stormy,Low,Small,2.7,38.7,Yes,Monday,1375.2,Delayed
21.0,Sunny,High,Large,3.2,39.5,No,Friday,264.0,Delayed
4.8,Cloudy,Medium,Medium,3.4,8.1,Yes,Wednesday,1852.58,On Time
13.0,Rainy,Low,Small,1.5,19.4,Yes,Monday,977.64,Delayed
10.8,Sunny,High,Small,2.6,20.4,No,Saturday,2145.88,Delayed
21.8,Sunny,Medium,Small,1.6,12.6,Yes,Sunday,670.82,Delayed
4.1,Cloudy,High,Medium,1.7,17.4,No,Sunday,2303.92,Delayed
22.4,Sunny,Medium,Medium,3.0,31.6,No,Wednesday,1543.08,Delayed
7.0,Cloudy,Low,Medium,1.3,37.2,No,Thursday,1937.81,On Time
15.5,Sunny,Low,Small,1.6,7.6,No,Saturday,1369.45,On Time
10.1,Sunny,Low,Large,3.0,40.9,Yes,Sunday,1372.55,On Time
23.4,Sunny,Medium,Small,3.8,42.3,Yes,Monday,979.3,Delayed
5.7,Rainy,Medium,Small,4.5,24.7,No,Saturday,757.81,On Time
13.1,Rainy,Low,Small,3.2,18.9,Yes,Friday,1337.6,On Time
6.5,Rainy,High,Large,1.9,20.0,Yes,Saturday,580.46,Delayed
20.2,Sunny,Low,Medium,4.0,16.1,Yes,Sunday,2331.55,Delayed
7.5,Stormy,Low,Small,3.2,8.5,No,Sunday,493.51,On Time
23.9,Rainy,Medium,Small,1.5,32.1,No,Monday,1675.76,Delayed
23.2,Sunny,Low,Large,2.7,28.7,No,Tuesday,1777.38,On Time
12.4,Stormy,Low,Small,4.9,15.9,Yes,Tuesday,1449.0,Delayed
1.3,Cloudy,Low,Large,4.3,42.1,No,Monday,1212.18,On Time
24.2,Sunny,Medium,Small,3.6,36.4,No,Friday,585.56,Delayed
17.5,Stormy,Medium,Medium,3.3,34.3,Yes,Sunday,2364.12,Delayed
12.8,Cloudy,Medium,Small,3.0,19.4,No,Saturday,804.62,On Time
15.5,Sunny,Low,Small,4.7,30.2,Yes,Friday,1674.69,On Time
3.7,Sunny,Medium,Small,3.3,12.6,No,Thursday,128.11,On Time
4.8,Sunny,Medium,Medium,2.5,33.2,Yes,Thursday,1524.45,On Time
16.3,Rainy,Low,Small,2.4,41.3,No,Wednesday,2381.21,Delayed
2.2,Sunny,Low,Small,4.8,7.6,Yes,Tuesday,184.96,On Time
17.9,Cloudy,High,Small,1.3,31.4,No,Wednesday,1963.54,Delayed
23.1,Rainy,High,Small,1.7,34.6,Yes,Tuesday,768.95,Delayed
18.0,Cloudy,High,Medium,4.4,5.3,No,Thursday,1358.11,On Time
14.5,Sunny,High,Large,1.1,5.8,Yes,Sunday,2052.25,Delayed
20.1,Sunny,Low,Small,3.3,32.6,No,Monday,1423.23,On Time
19.0,Rainy,Low,Large,4.2,5.9,No,Thursday,2008.91,On Time
15.2,Sunny,Low,Small,3.6,7.2,No,Wednesday,743.87,On Time
5.7,Sunny,Medium,Medium,2.5,15.7,No,Sunday,1833.37,On Time
1.2,Cloudy,Medium,Small,3.7,21.1,Yes,Sunday,885.96,On Time
12.0,Sunny,Medium,Small,4.7,20.9,No,Sunday,1444.76,On Time
6.8,Cloudy,High,Small,1.7,5.2,Yes,Saturday,1565.22,Delayed
6.5,Sunny,Low,Small,3.8,19.5,No,Thursday,2364.96,On Time
13.2,Stormy,Low,Small,3.4,12.2,No,Sunday,2482.28,Delayed
10.0,Sunny,High,Small,1.8,10.0,No,Sunday,146.89,Delayed
13.1,Sunny,Low,Small,4.0,38.2,No,Wednesday,1762.84,On Time
7.5,Stormy,Low,Medium,2.5,9.0,No,Friday,2371.9,Delayed
15.6,Sunny,Medium,Medium,4.2,32.3,No,Tuesday,1263.85,On Time
15.9,Sunny,Medium,Small,1.7,31.2,No,Friday,1612.53,On Time
6.0,Cloudy,Medium,Medium,2.2,26.6,No,Monday,1764.52,Delayed
14.6,Rainy,Low,Small,4.2,35.4,No,Sunday,1677.79,Delayed
11.7,Sunny,Low,Small,1.5,5.2,No,Thursday,1214.3,On Time
24.3,Sunny,High,Medium,3.6,10.4,No,Monday,1075.03,Delayed
18.3,Sunny,Low,Small,1.9,12.5,No,Friday,657.76,On Time
5.4,Sunny,High,Small,4.9,17.2,No,Friday,1559.76,On Time
22.2,Cloudy,High,Medium,2.1,8.8,No,Wednesday,629.86,Delayed
12.4,Sunny,Low,Small,4.3,36.7,No,Wednesday,1071.19,On Time
21.3,Sunny,High,Small,3.6,6.4,Yes,Sunday,199.62,On Time
20.9,Sunny,Low,Large,1.6,6.4,No,Saturday,1642.96,Delayed
1.4,Sunny,Low,Small,2.1,10.0,No,Tuesday,958.32,On Time
6.6,Sunny,High,Small,4.1,17.4,Yes,Tuesday,1623.32,Delayed
22.9,Stormy,Medium,Small,1.5,28.2,No,Saturday,1092.32,Delayed
19.5,Sunny,Medium,Small,3.9,15.2,Yes,Tuesday,538.03,On Time
4.2,Sunny,Low,Small,1.3,36.9,No,Sunday,921.13,On Time
6.1,Rainy,Medium,Large,2.9,8.2,Yes,Friday,1896.49,Delayed
15.8,Cloudy,High,Small,4.9,35.2,No,Sunday,2093.03,Delayed
7.7,Sunny,Medium,Medium,2.4,32.7,No,Wednesday,2009.59,On Time
5.9,Sunny,Medium,Medium,4.9,8.6,No,Thursday,1362.02,On Time
24.6,Cloudy,Medium,Medium,2.5,39.0,Yes,Wednesday,2444.1,Delayed
12.0,Sunny,Medium,Large,1.2,5.6,No,Monday,1317.66,On Time
13.5,Stormy,Medium,Small,1.5,16.0,No,Friday,421.81,Delayed
16.7,Sunny,Medium,Small,3.5,16.8,Yes,Tuesday,2221.9,Delayed
2.8,Sunny,Low,Small,2.5,22.3,Yes,Thursday,489.69,On Time
10.5,Sunny,Medium,Small,3.0,24.5,No,Sunday,2320.96,On Time
22.7,Sunny,High,Large,4.6,17.8,Yes,Monday,2068.76,On Time
23.6,Sunny,Low,Small,1.8,37.5,No,Friday,2055.69,Delayed
12.9,Sunny,Medium,Medium,4.7,29.4,No,Friday,1929.23,On Time
22.4,Sunny,Low,Medium,1.8,20.1,No,Thursday,653.59,Delayed
13.0,Sunny,Medium,Medium,3.0,38.7,Yes,Tuesday,661.55,On Time
24.7,Cloudy,Medium,Medium,2.2,28.6,No,Monday,1079.89,Delayed
19.9,Rainy,Low,Small,3.4,26.1,Yes,Friday,1763.04,Delayed
20.9,Sunny,Low,Small,2.4,44.3,No,Saturday,1992.74,Delayed
5.5,Cloudy,Medium,Medium,2.5,8.5,Yes,Thursday,928.43,On Time
1.1,Stormy,Medium,Small,4.9,15.0,No,Friday,665.83,On Time
13.1,Rainy,Medium,Large,4.1,42.4,No,Thursday,937.47,Delayed
24.6,Sunny,Medium,Small,3.0,10.9,No,Sunday,1501.87,Delayed
24.2,Sunny,Low,Small,4.8,23.5,No,Sunday,1650.29,On Time
15.7,Cloudy,Low,Large,4.4,37.3,No,Monday,1558.78,On Time
5.4,Sunny,Medium,Small,2.7,34.1,Yes,Sunday,450.22,On Time
1.2,Sunny,Low,Small,3.6,33.9,No,Sunday,1798.48,On Time
12.9,Rainy,Medium,Medium,1.8,19.5,No,Thursday,1360.61,On Time
8.2,Rainy,Medium,Small,3.4,33.6,Yes,Saturday,2177.42,Delayed
9.1,Sunny,Medium,Small,4.5,24.4,No,Saturday,1026.47,On Time
21.0,Cloudy,Low,Medium,1.6,11.4,No,Sunday,962.0,Delayed
3.1,Cloudy,High,Medium,1.4,38.8,Yes,Saturday,1864.86,Delayed
3.2,Sunny,Medium,Small,3.1,15.5,No,Friday,1373.06,On Time
11.6,Cloudy,Low,Large,2.5,11.9,Yes,Monday,1926.71,On Time
10.9,Cloudy,High,Small,2.4,6.1,No,Sunday,952.66,Delayed
2.5,Sunny,Medium,Small,2.1,8.8,No,Friday,2284.89,On Time
14.1,Cloudy,Low,Large,4.1,17.4,No,Friday,1471.33,On Time
11.4,Rainy,Low,Small,4.0,37.3,Yes,Friday,1499.81,On Time
24.8,Sunny,High,Small,2.7,39.4,No,Tuesday,1779.9,Delayed
2.6,Sunny,Medium,Large,3.4,16.8,No,Wednesday,1618.94,On Time
3.8,Rainy,Low,Small,1.3,38.3,Yes,Friday,1326.8,Delayed
4.8,Sunny,Medium,Large,4.4,15.5,No,Monday,1447.8,On Time
8.8,Cloudy,High,Large,3.7,38.7,No,Sunday,1553.54,Delayed
16.9,Rainy,Medium,Large,3.4,5.8,Yes,Thursday,2453.55,Delayed
24.2,Cloudy,Low,Small,2.5,44.2,No,Tuesday,2037.64,Delayed
22.8,Sunny,Low,Small,3.7,7.1,No,Sunday,1441.56,On Time
11.6,Rainy,Low,Medium,3.5,9.3,No,Monday,327.05,On Time
2.7,Rainy,Medium,Small,3.1,33.1,No,Friday,2448.05,On Time
16.5,Cloudy,Low,Medium,1.3,7.6,Yes,Thursday,2353.8,Delayed
11.0,Cloudy,High,Medium,3.4,8.3,Yes,Sunday,2073.09,Delayed
