Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
8.59,51.0,32.8,9.4,8.98,0.6,34.7,C,0.0
6.24,61.2,15.8,30.8,7.25,14.2,6.5,B+,16.6
8.2,52.8,32.6,5.7,5.82,23.1,55.7,B+,11.9
8.33,55.2,16.4,2.3,5.47,25.9,61.1,C,0.0
5.81,71.6,3.1,9.4,7.36,24.6,86.6,A,37.3
7.83,61.5,0.1,21.2,7.32,12.5,81.9,B+,14.6
8.86,75.8,5.6,4.3,8.27,21.9,28.5,A+,44.7
7.49,62.7,43.6,16.5,7.36,8.6,13.7,B+,14.4
5.06,97.0,52.9,22.0,5.72,1.7,15.6,O,62.7
5.05,95.3,23.5,29.7,7.54,20.3,96.9,A+,31.5
6.79,78.3,28.2,8.0,9.53,19.5,67.3,A,26.8
9.63,67.7,8.1,28.6,5.8,24.0,4.3,O,54.8
6.14,69.1,30.3,8.2,8.45,18.5,13.7,A,32.7
8.17,70.6,8.0,23.7,7.97,4.7,48.6,A,30.8
6.11,86.4,33.6,15.1,8.74,25.6,20.8,B+,0.3
6.61,72.6,51.3,4.0,5.75,18.8,80.4,A+,38.4
9.24,92.8,10.8,25.0,9.71,24.2,57.3,A+,25.9
8.64,97.2,42.1,7.6,8.1,23.2,61.3,B+,0.0
5.48,66.8,1.3,6.2,9.24,8.9,46.3,B+,26.6
7.14,78.0,20.7,12.5,6.23,2.2,25.6,O,69.7
5.15,54.8,6.1,22.9,8.7,5.3,58.9,A,37.4
7.4,60.0,19.4,8.2,8.91,2.8,71.7,B+,22.1
8.31,70.7,9.5,6.4,6.99,7.3,37.1,O,65.5
5.59,60.3,20.5,0.3,6.92,13.8,50.5,A,46.1
6.44,93.8,23.0,16.5,8.29,27.2,84.0,A,18.9
6.99,57.9,16.5,15.0,5.47,26.2,14.9,B,3.4
9.6,72.8,36.1,8.2,8.68,21.6,54.5,A+,25.4
9.97,80.3,50.5,1.9,5.21,0.7,34.8,A,21.6
5.22,84.6,22.0,15.0,5.95,10.2,70.3,B,7.6
8.81,69.2,10.6,27.6,8.32,20.5,1.9,A,15.4
6.86,93.5,14.9,25.0,5.49,3.9,67.0,A,31.5
6.96,78.4,47.0,30.1,9.86,24.0,10.3,O,35.7
8.77,72.0,31.4,0.3,9.34,27.4,6.5,C,0.0
9.59,53.4,25.0,33.8,8.13,10.6,72.5,B,0.0
9.75,73.2,8.2,11.9,9.1,21.2,64.0,B+,5.8
7.89,91.0,24.7,34.7,9.44,4.4,89.5,O,30.9
6.79,80.7,15.3,8.8,6.3,20.7,52.0,O,71.9
8.94,91.6,51.9,16.5,9.25,0.6,53.0,A,11.6
6.26,74.7,48.6,12.4,5.97,4.5,70.7,A+,37.3
7.82,55.9,4.6,12.5,7.07,21.3,32.3,B+,12.4
6.79,50.7,28.4,29.5,7.79,21.4,3.7,B+,6.9
8.28,65.2,12.4,26.1,8.57,19.2,23.0,B,0.0
6.2,84.9,22.6,34.7,5.15,14.3,23.8,A+,45.7
5.96,89.5,48.2,21.5,6.45,20.2,33.6,B+,3.9
9.59,64.8,29.0,16.2,8.04,23.2,94.3,B+,0.0
5.51,74.8,18.4,3.2,6.79,29.0,80.5,A,33.2
7.53,71.1,11.4,34.9,8.88,26.7,93.6,B,0.0
6.1,70.5,44.0,19.3,8.26,23.8,99.9,A+,31.1
5.19,61.6,34.3,24.5,6.17,20.8,43.4,B+,15.6
5.18,56.8,25.7,14.2,5.73,17.2,22.7,B,15.9
5.88,59.8,12.0,19.2,8.15,3.6,56.0,A,34.9
9.33,52.8,18.4,33.0,7.25,5.0,88.1,A,23.7
6.41,59.9,52.8,5.8,5.84,24.6,46.6,O,54.2
9.75,50.5,28.6,10.2,6.63,24.1,50.5,B+,6.8
7.91,81.4,22.0,5.3,6.52,18.4,13.4,B+,16.2
7.18,65.8,28.7,27.7,5.54,13.2,42.0,O,48.4
7.9,98.7,42.8,2.2,7.73,0.8,38.7,B+,14.1
7.58,59.7,18.7,2.9,8.82,9.8,35.2,B,0.0
8.79,67.3,9.8,10.4,7.88,12.6,88.7,B,0.0
6.41,67.9,32.2,18.0,9.13,14.6,5.9,A,22.2
6.77,50.4,36.6,14.2,5.64,27.9,97.2,A,16.6
9.47,92.0,39.2,1.6,7.18,3.3,0.8,B,0.0
9.73,51.6,48.5,33.5,8.05,15.6,94.6,A,0.0
9.46,97.0,20.4,33.4,8.38,11.0,54.8,B+,0.0
7.1,94.6,4.1,9.8,8.48,29.7,70.2,B+,9.3
8.9,76.8,52.7,25.6,8.64,25.9,18.7,A,0.0
7.38,77.2,23.9,20.3,8.26,13.2,65.4,O,51.4
7.49,82.7,34.3,8.3,5.47,30.0,88.2,O,49.6
6.02,69.4,36.6,9.2,8.48,15.4,13.9,A,22.1
7.96,82.4,30.1,17.2,8.62,5.0,12.7,A,21.7
5.93,52.2,11.3,14.7,9.97,16.7,30.4,B,0.0
6.66,52.7,41.5,10.2,8.47,6.8,16.2,A,33.5
9.28,72.9,44.2,28.3,8.43,19.1,11.1,A+,16.5
6.04,77.5,30.4,16.9,7.57,28.1,67.8,A,30.7
5.36,94.4,26.9,22.9,9.34,23.6,21.4,A+,37.4
5.35,55.2,6.3,6.6,9.98,8.2,66.7,O,72.6
9.7,91.1,4.6,18.7,8.9,8.9,86.2,A+,35.9
7.53,60.5,18.7,11.1,8.06,2.1,65.2,A,26.4
7.05,69.7,17.1,18.4,5.39,8.6,11.9,O,72.7
9.05,65.8,52.5,27.3,8.63,2.8,57.4,A+,17.4
9.18,70.0,43.1,26.9,8.54,15.0,39.4,B+,0.0
6.66,57.5,36.3,12.4,8.88,21.3,34.3,A+,34.5
8.47,75.2,28.5,24.3,5.62,22.5,31.9,A+,30.9
8.86,90.1,9.2,32.9,8.27,1.8,92.9,B,0.0
8.27,72.1,53.8,21.9,6.48,10.2,74.3,B+,0.0
5.76,74.5,20.6,5.2,8.8,8.6,13.4,O,69.1
9.38,92.4,5.9,23.8,6.2,3.1,47.6,O,57.4
7.7,85.3,27.2,3.7,8.42,10.9,31.8,B+,6.6
6.41,74.5,48.1,30.5,6.47,9.0,97.8,A,24.0
7.13,62.9,48.8,18.1,5.04,19.0,97.8,O,50.4
5.19,94.2,0.6,13.5,8.17,26.5,32.0,A+,52.4
5.64,78.9,48.7,2.0,5.57,13.6,35.2,B,2.9
8.83,61.1,14.9,13.3,8.3,22.4,59.9,B+,3.6
5.0,63.5,2.1,31.6,9.63,4.4,47.9,A,36.2
7.08,90.2,46.6,0.7,9.85,26.8,21.3,A+,29.9
7.61,52.2,47.5,16.6,6.18,4.6,66.0,A+,45.3
5.27,99.6,32.8,32.6,9.05,5.8,33.4,A,26.4
9.87,56.5,31.6,13.8,6.77,3.2,65.4,B,0.0
6.13,89.8,44.7,15.0,9.5,9.3,38.4,O,40.7
6.52,69.7,43.2,20.2,8.94,16.6,70.0,C,0.0
6.52,74.6,49.0,16.2,5.37,29.6,66.8,A+,33.5
6.15,94.0,30.4,5.9,7.04,23.8,50.9,A,25.5
5.01,70.6,53.2,0.6,6.69,11.4,70.5,O,62.8
8.65,76.9,54.8,21.3,8.93,17.3,46.1,B+,0.0
9.83,52.5,6.4,32.2,7.05,18.7,11.6,A,24.5
6.12,50.1,46.7,3.7,8.42,24.7,18.2,B+,3.7
8.32,62.2,27.5,7.4,8.01,22.1,24.6,A,18.0
8.71,84.0,21.3,13.0,9.88,17.1,6.3,A,13.5
9.24,56.1,33.7,28.3,9.69,20.1,71.1,B+,0.0
7.11,55.7,3.1,9.4,7.14,22.4,36.7,O,63.2
6.51,70.5,27.9,30.9,8.62,4.0,9.4,A,19.7
6.63,82.4,47.9,1.9,9.15,6.0,82.0,A+,42.0
8.56,85.6,11.7,32.9,9.49,20.7,68.4,A,7.7
9.08,58.9,23.5,19.6,5.34,25.5,45.2,B+,8.6
5.91,54.0,51.7,23.1,6.51,12.3,24.7,A+,34.2
6.85,97.0,23.6,12.9,6.6,29.4,15.2,B,0.0
9.51,63.0,19.7,27.4,7.17,6.5,45.8,B,0.0
9.03,92.7,24.2,5.8,5.85,12.5,88.5,A,22.2
9.92,93.2,28.6,1.7,7.48,11.4,18.8,O,52.1
8.77,88.6,34.8,13.8,8.32,27.9,56.9,B+,0.0
6.97,58.4,44.0,29.9,7.49,8.6,96.2,B,0.0
7.95,91.1,24.9,26.4,8.33,14.1,63.7,A+,26.6
8.31,88.5,45.0,18.1,5.33,5.6,44.0,B,0.0
5.39,79.8,29.4,20.0,9.38,15.6,71.6,B,0.0
7.72,66.9,18.6,4.5,9.7,25.7,82.5,A,23.8
8.55,63.1,36.2,29.4,8.09,9.1,59.1,B+,0.0
5.84,56.1,39.5,27.5,9.41,24.3,87.2,A,7.0
8.9,75.5,30.7,23.0,5.66,27.3,51.5,B+,3.9
7.92,79.3,3.1,16.3,8.99,2.2,83.0,A,25.6
9.76,68.0,9.3,33.8,5.6,22.7,95.2,A+,32.2
5.21,73.8,15.7,30.8,7.04,7.7,50.1,B+,12.0
6.33,68.2,15.5,22.6,6.62,5.3,60.5,O,69.6
8.01,82.1,37.0,13.0,7.93,18.0,60.9,B+,4.8
6.48,95.1,1.0,21.6,6.51,21.2,78.1,B,0.0
8.57,58.2,41.6,20.1,8.19,11.8,82.3,A+,29.6
8.8,69.1,14.6,13.8,6.84,1.2,2.7,A,37.4
5.51,57.0,17.1,10.7,9.3,27.3,73.3,B+,17.4
7.57,81.2,29.0,14.2,8.17,21.9,78.4,A+,33.4
7.54,86.4,11.9,20.1,6.08,8.2,70.0,B,0.0
6.85,96.6,48.6,15.0,6.68,14.9,71.4,A,15.0
9.66,63.9,4.7,9.2,9.24,0.8,4.1,B+,25.6
9.14,97.5,24.4,26.6,6.93,10.2,44.2,A+,24.8
8.49,53.2,46.7,18.6,7.68,15.7,81.8,O,43.6
8.57,80.2,33.9,2.4,8.24,15.5,93.4,A+,38.9
7.31,52.9,16.1,12.9,6.74,6.2,22.9,O,66.7
9.6,94.7,23.1,31.0,6.47,23.3,57.9,A,0.9
8.47,76.5,38.9,26.4,7.38,9.0,80.4,B+,0.0
8.64,83.5,53.5,11.3,6.07,17.4,75.2,O,43.3
9.31,91.6,49.1,32.8,6.42,8.1,61.9,O,27.6
6.37,57.5,18.8,2.7,5.31,12.8,1.9,A,48.7
9.04,51.9,54.9,33.6,6.52,6.2,72.4,B+,0.0
5.98,93.9,0.2,8.6,6.6,19.0,77.3,B+,24.9
6.73,65.7,1.5,0.3,9.81,12.8,72.3,A+,52.0
6.68,56.4,45.3,15.2,7.95,0.5,76.6,B,0.0
9.89,73.4,11.0,12.6,8.94,0.8,43.1,B,0.0
9.28,79.9,3.3,18.9,5.23,14.1,99.4,A,30.4
8.51,51.5,13.0,27.9,5.53,5.5,77.1,B+,22.4
8.64,63.7,23.4,29.5,9.07,17.6,57.9,A,12.6
7.81,51.6,40.2,14.0,8.12,12.2,93.4,B,0.0
9.74,71.0,34.3,15.0,5.95,19.6,90.8,A,16.1
7.48,94.8,13.1,5.2,7.02,28.6,81.5,C,0.0
6.9,99.1,27.7,1.7,7.69,15.9,56.4,A+,52.3
5.82,81.9,50.9,22.4,9.22,23.6,52.7,A,7.6
8.93,58.1,44.8,2.3,5.3,22.6,32.9,B+,5.3
8.67,95.3,17.8,25.7,7.98,27.7,25.1,B+,4.9
6.92,75.8,54.0,18.9,8.59,6.4,51.2,B+,0.0
5.13,57.7,39.0,7.0,9.89,24.8,57.8,B,0.0
9.19,96.1,3.4,18.9,9.04,27.2,24.5,B+,0.0
5.06,87.9,1.9,6.4,6.38,11.8,92.3,B+,33.0
8.52,86.6,9.3,15.4,8.55,9.4,55.7,A,29.1
9.85,85.5,40.0,28.0,8.82,28.6,52.7,A,0.0
7.19,60.0,10.1,16.2,8.65,18.8,43.6,A,33.6
6.17,60.6,28.1,5.2,9.1,11.4,5.8,B+,18.1
8.52,84.4,5.1,25.3,9.52,23.8,88.2,A,10.9
9.09,61.0,50.6,6.5,5.49,9.1,31.7,A+,45.9
7.73,71.9,18.9,25.8,5.52,5.3,64.2,A+,45.9
9.84,89.1,49.9,16.8,8.98,16.3,60.7,B,0.0
5.26,89.2,52.0,15.9,6.26,17.0,58.4,O,51.4
7.52,72.7,0.3,29.8,5.29,24.8,52.6,A+,47.5
8.59,89.6,25.5,24.8,7.01,13.7,18.1,A,23.9
9.31,91.9,1.4,1.2,9.1,24.4,28.1,A+,31.2
5.9,82.7,50.0,10.4,5.63,9.3,52.4,A,33.2
9.0,61.4,28.5,30.5,8.36,17.3,78.9,A+,29.6
7.76,63.7,4.1,0.6,5.02,6.3,43.2,A+,68.6
6.98,65.7,6.1,19.1,5.55,11.6,20.4,B,9.0
5.66,55.8,21.1,25.5,6.75,25.7,8.8,B+,10.9
9.33,63.7,51.7,21.8,5.42,6.5,66.3,A+,38.7
5.79,60.5,38.1,26.6,9.23,24.3,42.3,B+,0.0
6.55,72.8,47.7,25.4,9.32,8.5,12.5,B+,5.6
6.45,95.4,20.2,24.2,8.78,1.0,67.4,B+,11.3
9.36,55.2,2.4,28.8,6.21,3.3,20.8,A,41.4
8.36,86.0,53.6,22.6,7.62,22.4,50.9,A+,15.8
8.98,84.4,0.9,14.1,5.92,7.9,30.6,B+,15.1
6.25,54.8,52.1,16.5,6.41,19.6,93.2,A,19.8
8.12,96.1,20.3,25.1,7.58,21.0,22.8,A+,24.6
7.86,78.4,0.6,30.7,8.68,10.4,42.0,A,35.5
9.16,68.2,37.9,9.5,5.47,14.2,95.9,B+,8.6
9.53,87.8,53.9,12.0,6.48,12.1,31.9,A,13.9
5.06,62.9,53.1,32.6,9.63,28.4,64.5,A+,22.3
8.37,84.7,8.9,20.2,7.15,9.6,31.7,B,0.0
5.26,52.0,10.0,6.3,9.69,5.5,11.1,B,16.7
7.74,92.0,31.1,23.2,9.96,11.0,62.8,A,10.6
6.44,72.4,35.1,34.7,7.63,20.1,91.6,A,18.8
6.53,81.8,40.7,28.8,6.44,20.9,45.3,B+,0.0
6.76,61.1,10.0,26.1,8.95,27.7,62.6,O,48.1
8.11,83.9,52.7,7.3,5.8,26.5,60.9,B+,0.0
6.67,88.6,35.1,30.7,6.26,8.6,41.5,B+,2.6
8.66,73.7,46.6,18.4,8.92,13.7,61.5,A,1.6
7.02,80.9,29.7,31.1,7.17,22.4,25.9,A+,19.3
5.34,72.8,22.8,11.5,6.01,27.5,37.8,O,57.8
8.92,94.7,53.7,2.2,8.26,10.1,44.2,B+,2.0
6.43,74.9,32.0,16.7,8.66,13.3,86.4,A+,36.3
7.16,92.1,47.7,9.4,5.63,27.0,34.8,A,21.6
8.43,90.1,52.4,25.0,6.38,10.8,63.5,A,5.2
6.66,70.5,37.1,33.5,6.11,14.4,21.3,A+,34.5
5.28,61.5,30.2,24.2,6.9,27.1,25.3,A,32.7
6.87,70.3,0.2,31.0,8.82,24.1,64.8,A,28.6
9.72,91.3,2.2,15.9,8.57,7.3,76.2,B+,11.6
8.21,61.4,11.0,27.0,8.31,9.7,46.2,A+,40.5
8.36,76.2,10.2,29.5,5.03,10.6,33.5,A+,46.6
8.16,90.3,14.0,24.9,5.71,27.4,91.0,B,0.0
5.99,67.7,16.8,17.8,6.12,30.0,13.6,B+,17.1
7.09,82.1,19.8,21.9,6.36,23.2,72.1,B+,6.1
8.75,62.3,23.1,24.5,5.73,14.5,69.0,A+,41.9
5.51,55.5,5.4,8.9,7.05,0.3,69.0,A+,61.9
6.39,89.7,2.3,28.3,5.38,20.9,93.5,B+,21.0
6.38,54.9,37.1,33.3,8.75,11.7,72.8,B,0.0
7.16,63.6,29.6,16.3,8.94,19.0,30.2,B,0.0
9.9,92.8,24.4,24.5,7.87,18.2,35.3,B,0.0
5.34,67.3,34.9,25.8,5.45,14.4,39.1,O,57.0
7.59,98.7,45.5,23.2,9.45,28.3,3.1,B,0.0
5.9,99.0,23.5,19.1,9.83,0.7,91.4,B,0.0
9.85,63.4,35.3,30.9,6.01,21.4,7.4,O,37.5
5.57,52.0,52.4,15.7,8.52,12.3,70.0,A,20.4
7.02,85.3,46.2,2.1,9.21,21.4,73.0,A,15.1
8.69,72.5,23.4,29.6,7.7,20.3,84.4,A+,28.5
8.52,55.0,35.5,23.6,6.62,0.3,55.3,A,23.0
7.11,85.4,9.7,29.7,7.39,8.6,72.5,B,0.0
6.73,51.6,30.8,4.8,7.56,5.7,30.3,B,8.8
6.99,93.5,54.0,1.1,7.0,5.0,74.6,B,0.0
6.32,56.9,28.5,32.7,9.65,21.9,34.3,A,14.7
6.03,56.4,51.0,5.2,8.72,7.2,90.3,A,23.2
7.42,58.8,22.4,28.3,6.21,14.2,16.3,B+,8.9
6.34,98.0,54.9,28.8,7.93,7.4,31.6,A,10.7
6.44,84.7,31.9,24.8,8.44,17.4,49.9,O,51.7
8.28,90.1,2.3,4.6,5.7,21.6,77.6,B+,19.1
9.84,69.9,32.3,23.4,6.79,9.9,74.9,A+,25.5
8.02,66.8,15.1,31.1,9.53,18.1,21.1,O,44.7
5.38,61.7,1.8,14.9,7.84,24.7,14.4,O,68.8
5.38,74.0,45.1,14.5,6.08,2.8,30.4,B,1.7
9.76,77.6,15.2,15.5,5.61,21.3,48.4,A+,32.1
6.49,81.6,43.8,2.9,7.59,9.7,53.9,A,27.1
5.46,62.9,15.9,31.2,7.74,3.7,42.9,C,0.0
8.0,97.4,10.7,30.4,6.67,16.4,66.3,A,14.5
8.12,58.5,53.6,34.9,8.15,6.8,42.8,O,32.7
8.24,98.3,19.9,20.5,5.34,24.6,94.6,B+,0.0
6.34,50.7,33.1,26.3,5.73,1.3,26.1,O,59.7
5.08,74.1,33.5,7.1,7.73,3.0,62.7,O,64.2
9.83,66.7,30.8,23.4,5.31,15.6,61.1,B,0.0
6.25,72.5,50.3,22.7,9.4,17.7,28.2,A+,20.9
8.38,78.5,37.1,31.5,5.71,21.9,41.2,B+,0.0
8.53,71.8,22.2,29.1,8.37,7.8,36.5,A,14.8
8.05,70.7,47.4,32.8,6.96,25.3,17.2,A+,16.2
6.56,86.6,10.0,30.4,7.0,28.6,47.7,A,22.5
6.36,84.3,29.9,30.4,8.82,15.0,38.7,O,42.9
7.99,91.7,52.3,2.2,7.5,22.8,17.8,A,13.1
9.33,62.5,34.4,29.6,8.63,15.7,45.0,A,12.0
9.73,80.5,44.9,21.3,7.53,2.1,42.2,A+,22.3
5.53,79.3,35.9,13.3,7.96,9.8,13.1,B+,22.0
5.77,68.5,46.2,2.0,8.8,2.6,13.1,O,62.5
9.72,74.3,51.9,23.7,8.04,29.7,64.8,A,0.0
8.68,65.7,15.0,11.5,8.08,6.9,70.7,B+,11.8
9.41,57.1,9.3,16.4,8.95,19.1,94.1,A,19.6
6.01,60.7,26.6,23.9,9.75,8.5,8.7,B,1.6
7.94,55.3,38.6,31.9,6.88,19.6,11.8,B+,2.6
8.51,84.2,12.5,28.9,7.89,6.3,5.2,C,0.0
8.4,83.0,0.2,15.8,5.43,23.6,53.2,A+,52.0
7.04,97.5,18.9,13.6,6.79,3.3,62.3,B,0.0
5.08,86.5,53.3,8.4,7.06,26.9,40.4,B+,6.8
7.91,52.6,38.2,13.0,9.18,25.2,79.8,B+,0.0
6.27,94.2,22.1,3.9,7.57,20.4,68.7,B,1.5
7.25,93.1,10.6,34.0,8.66,2.0,98.6,B+,0.0
9.79,72.2,19.6,20.1,5.1,6.3,13.8,B,0.0
7.0,79.3,9.3,4.5,7.32,25.8,5.8,A,35.6
9.2,98.8,5.8,12.3,9.51,3.7,27.5,B+,14.8
5.94,76.6,49.9,19.1,6.12,4.7,1.9,A,36.1
8.36,95.3,54.9,18.7,5.16,16.3,93.3,A+,20.9
9.89,54.2,9.0,1.2,7.17,8.2,30.4,B+,17.6
5.51,59.6,3.0,33.3,8.52,6.7,55.2,C,0.0
5.04,72.0,18.1,9.6,7.27,17.3,31.8,B+,35.8
7.17,79.2,25.4,0.6,7.3,11.2,24.6,B+,25.6
5.46,90.8,11.3,2.7,8.35,4.2,15.2,B+,27.6
8.74,99.4,16.6,20.3,6.27,16.0,32.0,A,33.0
9.57,69.4,11.0,4.8,8.76,11.6,61.5,A+,44.9
7.17,52.4,42.6,1.5,5.77,22.0,97.2,A+,40.5
6.29,90.1,39.2,13.3,6.98,3.1,55.8,O,65.9
7.17,80.2,34.9,21.8,8.28,18.6,53.3,B+,0.0
8.62,59.9,21.3,3.9,9.14,13.1,3.5,B,0.0
5.05,74.7,50.0,11.0,8.96,12.2,84.0,A+,39.6
7.95,87.1,53.3,14.6,8.61,7.0,4.5,O,43.3
8.07,88.5,9.6,5.6,6.8,0.9,90.6,A,37.6
8.19,75.0,12.3,17.7,5.61,25.4,53.9,A+,42.1
6.21,65.3,28.9,3.0,6.08,9.8,16.8,A,47.4
8.57,98.7,5.0,1.6,9.32,20.4,45.2,A+,31.8
5.46,83.2,24.0,18.2,9.29,28.4,99.5,A,18.8
6.0,70.4,32.0,8.7,9.76,16.9,30.5,B,0.0
9.39,64.0,28.7,3.3,5.38,11.9,26.9,A,29.3
8.69,86.6,18.2,14.8,7.68,8.0,11.8,B+,8.4
5.07,62.1,29.8,32.0,8.24,28.0,59.7,B+,0.0
6.24,58.6,52.7,25.3,8.55,20.5,8.9,A,9.9
6.07,76.5,11.3,28.5,8.22,20.0,76.6,B,0.0
6.35,64.5,36.0,30.5,8.85,12.8,91.9,B+,2.4
6.24,81.4,2.4,34.0,6.8,25.4,93.2,O,52.9
5.31,55.9,3.7,26.7,5.9,21.4,10.8,O,66.2
7.29,82.7,30.4,21.3,6.02,8.5,55.8,B+,13.8
8.66,64.2,5.8,12.8,5.06,18.0,9.7,A,43.8
8.03,50.0,1.2,6.4,6.75,12.9,57.2,A,47.4
8.36,56.3,9.4,24.0,5.46,0.2,81.5,A+,47.3
5.41,96.7,31.1,34.8,6.61,24.2,53.8,A+,26.9
9.76,93.4,38.7,16.4,8.14,3.7,87.2,B+,1.1
9.19,61.7,11.1,25.3,9.47,15.3,80.2,B,0.0
9.03,88.9,36.8,17.3,9.2,10.1,27.7,B+,0.0
9.11,80.4,10.0,15.1,6.26,10.3,63.0,A+,36.9
9.66,98.5,33.7,14.4,5.67,14.3,0.7,B,0.0
7.72,68.7,22.7,17.7,5.97,29.9,39.6,B+,10.8
6.0,84.1,36.0,12.8,9.85,12.3,23.8,B+,7.2
8.08,53.2,54.7,26.2,7.75,5.5,93.7,O,42.1
8.71,69.8,51.6,30.6,5.91,18.4,40.5,A,1.5
8.69,98.2,0.2,30.9,9.2,7.1,65.4,B,0.0
7.61,76.9,48.7,8.0,6.98,3.2,73.2,A,25.4
5.34,64.4,3.7,31.4,9.5,1.5,77.3,B+,21.6
6.86,56.0,52.4,12.0,6.3,0.7,73.6,B+,14.3
9.6,85.2,15.5,10.8,6.97,12.9,28.9,A+,44.3
7.92,82.2,21.0,25.4,7.52,12.8,68.6,B+,0.0
7.69,68.7,5.0,10.7,9.46,5.6,54.9,A+,47.4
6.34,97.5,6.2,1.9,9.34,23.5,59.7,B+,23.8
6.84,51.1,40.0,13.1,7.87,3.9,0.1,C,0.0
9.48,65.2,51.9,25.3,6.11,27.5,25.8,C,0.0
8.33,96.1,33.6,11.4,7.02,17.6,93.1,B,0.0
8.94,66.0,39.4,22.0,9.88,0.8,29.0,A,17.2
7.27,62.6,41.9,23.1,8.04,28.9,43.8,B+,0.0
8.15,76.7,14.5,25.7,8.91,9.2,18.7,B+,0.9
6.24,91.2,2.5,31.4,7.25,13.5,13.9,O,65.0
8.53,55.2,0.1,15.1,7.66,8.5,20.9,A+,49.7
7.14,97.2,19.3,5.8,7.14,21.9,55.4,B+,16.0
7.21,89.8,13.3,11.2,8.51,14.6,91.9,O,49.7
8.25,59.1,3.4,15.1,9.26,4.0,32.6,B,10.9
9.68,85.6,9.9,25.0,7.54,3.1,32.3,A,21.5
5.32,69.2,6.8,0.5,7.4,21.8,56.4,A+,56.1
9.12,70.1,50.3,11.1,6.7,7.1,35.7,A,15.3
6.46,89.2,7.7,27.3,5.89,4.1,91.0,B,2.5
7.22,98.1,29.6,23.5,9.7,15.0,37.8,B,0.0
5.11,56.3,32.6,25.6,6.58,24.1,49.0,A+,47.0
6.51,71.0,29.9,28.4,9.0,8.4,53.3,B+,4.7
7.51,74.0,5.4,27.4,8.58,8.3,78.2,B+,1.9
5.28,68.8,17.5,23.9,8.95,25.0,56.4,B+,4.6
7.46,68.2,2.8,15.4,9.68,4.4,23.9,B+,31.2
9.64,52.6,21.8,34.4,8.12,18.5,12.4,A+,27.2
5.53,84.3,10.4,19.9,9.49,28.7,93.8,A,25.3
8.82,71.8,30.9,7.1,5.84,25.2,80.2,A,20.0
7.05,59.7,38.1,10.2,8.13,1.9,2.3,O,58.3
8.28,90.8,29.3,24.3,8.86,9.6,82.2,A+,24.0
6.3,90.1,23.9,32.4,6.36,4.3,59.1,A+,41.1
5.8,74.3,21.3,6.3,8.7,28.5,51.9,B+,11.8
5.8,64.9,46.3,2.9,8.89,29.6,1.2,A+,46.0
5.35,81.9,12.1,30.9,9.16,7.0,78.1,B+,9.1
5.93,64.4,40.4,32.0,6.56,20.1,19.8,B+,0.3
8.32,61.8,41.7,9.7,8.41,25.2,72.8,B,0.0
9.41,86.5,23.1,13.2,6.52,7.0,1.6,B+,15.3
9.07,52.0,16.4,23.1,8.7,5.6,79.6,C,0.0
8.43,54.7,25.9,11.5,7.31,0.3,2.3,O,62.7
5.55,50.3,5.1,30.7,7.99,12.4,23.6,B+,14.4
6.45,57.6,2.5,3.8,7.08,27.0,26.8,O,78.4
6.55,53.4,6.1,1.3,5.81,27.1,15.8,B+,35.8
6.25,99.8,10.3,7.3,5.89,3.8,48.1,A,42.5
7.58,64.4,27.7,10.0,5.39,6.1,28.4,B+,23.1
7.68,57.5,46.7,4.0,8.09,12.2,99.3,A,20.4
6.78,62.0,13.0,2.3,9.24,23.4,58.0,A+,54.3
6.77,96.8,51.4,26.4,5.1,18.4,56.6,B+,0.0
9.14,76.0,52.5,5.7,5.33,15.4,22.1,B,0.0
8.95,68.2,52.7,32.0,7.29,17.8,40.9,A+,13.6
6.54,93.7,46.1,12.9,8.69,2.9,12.4,B,0.0
9.57,69.7,20.0,23.5,5.79,14.3,76.3,A+,35.0
9.76,66.8,4.0,7.9,6.36,29.8,33.1,B+,14.1
6.63,60.4,31.3,8.4,6.16,2.7,75.2,C,0.0
6.77,68.9,30.7,20.1,7.0,15.6,37.2,A+,46.5
7.53,65.8,46.7,19.6,6.12,8.9,98.9,A,17.1
9.71,83.9,54.8,26.9,6.76,16.2,17.1,A,6.1
9.38,64.5,27.9,26.5,8.64,17.2,0.2,A,24.6
5.51,78.9,19.0,23.5,8.06,17.3,59.5,B+,8.5
6.96,53.3,10.2,15.7,5.41,25.6,95.3,B+,21.0
7.77,59.6,0.3,31.2,8.19,11.7,64.7,C,0.0
7.52,70.4,28.0,21.8,7.39,15.5,8.6,A+,46.6
5.97,96.8,30.6,34.7,9.67,0.3,54.0,A,14.4
9.29,68.9,45.4,28.7,6.45,23.7,90.9,A,3.0
8.38,83.2,27.8,1.6,8.63,7.8,0.7,B,0.0
9.19,62.8,50.4,11.2,8.65,24.5,16.7,O,37.5
9.29,56.4,34.5,20.0,6.11,8.0,81.5,C,0.0
8.74,52.9,46.2,25.3,9.52,0.3,89.4,A,9.8
7.2,65.3,8.2,19.3,7.46,4.6,70.7,B+,22.5
8.05,57.9,47.0,27.5,8.39,29.6,99.2,A,1.1
5.8,58.7,37.1,9.9,5.73,9.6,9.0,B,7.6
8.37,88.0,9.4,6.4,6.29,3.3,54.6,B+,22.2
